Date,Scrip,Open,High,Low,Close,Volume
20240103,00DS30,2089.89688,2093.13616,2087.65676,2092.13362,2918030000
20240103,00DSES,1360.15858,1361.94363,1359.0519,1361.01262,2918030000
20240103,00DSEX,6233.41837,6239.97972,6230.46422,6236.07058,2918030000
20240103,1JANATAMF,6.1,6.1,6.1,6.1,350
20240103,1STPRIMFMF,30.7,32.2,29.2,29.8,1114925
20240103,AAMRANET,51.2,51.2,50.3,50.4,129364
20240103,AAMRATECH,30.4,30.6,30.4,30.4,67215
20240103,ABB1STMF,5.2,5.2,5.2,5.2,101
20240103,ABBANK,9.7,9.7,9.7,9.7,10130
20240103,ACFL,26.5,26.5,26.5,26.5,1
20240103,ACI,260.2,260.2,260.2,260.2,2
20240103,ACIFORMULA,155,155,155,155,9
20240103,ACMELAB,85,85,85,85,30413
20240103,ACMEPL,35.4,35.4,35.4,35.4,5
20240103,ACTIVEFINE,19.3,19.3,19.3,19.3,1
20240103,ADNTEL,114,117.1,113.7,116.7,146109
20240103,ADVENT,23.5,23.8,23,23.5,935665
20240103,AFTABAUTO,26.5,27.4,26.2,27,544744
20240103,AGNISYSL,23.3,23.4,23,23.1,204616
20240103,AGRANINS,38.2,38.5,37.6,37.6,53021
20240103,AIBL1STIMF,7.4,7.4,7.3,7.3,535451
20240103,AIL,72.3,74.8,72.3,74.4,110002
20240103,AL-HAJTEX,132.1,132.1,132.1,132.1,2131
20240103,ALARABANK,23.8,24,23.7,23.8,396839
20240103,ALIF,13.3,13.3,13.3,13.3,15
20240103,AMANFEED,33.5,33.5,33.5,33.5,1
20240103,AMBEEPHA,791,816,778.7,790.7,8883
20240103,AMCL(PRAN),252,252,252,252,252
20240103,ANLIMAYARN,33.6,34.7,33.2,34.2,204895
20240103,ANWARGALV,213.3,213.3,213.3,213.3,6
20240103,AOL,36.5,36.5,36.5,36.5,553
20240103,APEXFOODS,302.5,302.5,292.2,293.7,18371
20240103,APEXFOOT,257.5,257.5,257.5,257.5,2027
20240103,APEXSPINN,117.5,118.8,116.8,117.6,10155
20240103,APEXTANRY,99.3,100.6,99.3,99.6,3866
20240103,APOLOISPAT,8.2,8.2,8.2,8.2,9
20240103,ARAMIT,258.9,258.9,258.9,258.9,410
20240103,ARAMITCEM,24.8,24.8,24,24.1,41955
20240103,ASIAINS,49.6,50.1,49,49.1,70442
20240103,ASIAPACINS,50.1,51,49.6,49.7,99066
20240103,ATCSLGF,9.7,10,9.7,9.7,3458537
20240103,AZIZPIPES,115.5,115.9,111.9,112.6,129573
20240103,BANGAS,112.8,115.9,112.8,113.1,24508
20240103,BANKASIA,20.2,20.2,20.2,20.2,62
20240103,BATASHOE,955.1,971,955.1,961.2,19
20240103,BATBC,518.7,518.7,518.7,518.7,600
20240103,BAYLEASING,23.9,23.9,23.9,23.9,63
20240103,BBSCABLES,49.9,49.9,49.9,49.9,500
20240103,BDAUTOCA,131.5,131.5,127.4,128.7,9594
20240103,BDCOM,34.2,34.2,33.9,34.1,249882
20240103,BDLAMPS,252.2,252.2,252.2,252.2,2
20240103,BDTHAI,27.7,28.5,26.1,27.3,3729348
20240103,BDWELDING,22.1,22.1,22.1,22.1,31222
20240103,BEACHHATCH,45.1,46,45.1,45.5,276869
20240103,BEACONPHAR,245,245,245,245,870
20240103,BENGALWTL,24.2,24.2,23.8,24,150802
20240103,BERGERPBL,1795.5,1869.9,1795.5,1838.5,4094
20240103,BEXGSUKUK,85,85,85,85,1000
20240103,BEXIMCO,115.6,115.6,115.6,115.6,4004
20240103,BGIC,51.3,51.3,49.9,50.1,19347
20240103,BNICL,56.9,56.9,56.7,56.7,104579
20240103,BPML,61,61.2,60.6,61,157903
20240103,BPPL,29.3,29.3,29.3,29.3,1
20240103,BRACBANK,35.8,35.8,35.8,35.8,3610
20240103,BSC,107,107.4,107,107,160674
20240103,BSCCL,218.9,218.9,218.9,218.9,7
20240103,BSRMLTD,90,90,90,90,10
20240103,BSRMSTEEL,63.9,63.9,63.9,63.9,5
20240103,BXPHARMA,146.2,146.2,146.2,146.2,149
20240103,CAPITECGBF,12.5,12.7,12.2,12.4,1000704
20240103,CAPMBDBLMF,9.9,9.9,9.9,9.9,3893
20240103,CAPMIBBLMF,12.4,13,12.1,12.5,296349
20240103,CENTRALINS,37.4,37.8,37,37.5,33292
20240103,CENTRALPHL,18,19.1,17.6,18.8,3935309
20240103,CITYBANK,21.4,21.4,21.4,21.4,2026
20240103,CITYGENINS,47.5,48,47,47.7,42061
20240103,CLICL,55,55,53.9,54.1,98323
20240103,CNATEX,10.2,10.2,10.2,10.2,38
20240103,CONFIDCEM,89,89,89,89,737
20240103,CONTININS,40.5,40.8,39.3,39.7,416959
20240103,COPPERTECH,36.9,36.9,36.9,36.9,48
20240103,CROWNCEMNT,74.7,75.9,74.6,75.5,11488
20240103,CRYSTALINS,97.8,98.2,94.3,96.7,173278
20240103,CVOPRL,164.2,166.3,164,164.9,64530
20240103,DACCADYE,13.3,13.4,13.2,13.3,725442
20240103,DAFODILCOM,80.9,80.9,78,80.1,2211
20240103,DBH,56.7,56.7,56.7,56.7,100
20240103,DBH1STMF,6.9,7.1,6.9,6.9,477061
20240103,DELTALIFE,136.5,136.5,136.5,136.5,39
20240103,DELTASPINN,8.5,8.5,8.5,8.5,2164
20240103,DESCO,36.6,36.6,36.6,36.6,2
20240103,DESHBANDHU,38,38.8,37.6,38,384561
20240103,DGIC,34.4,34.5,33.8,34.2,334602
20240103,DHAKABANK,12.5,12.5,12.5,12.5,110
20240103,DHAKAINS,52,52,51.1,51.3,16860
20240103,DOMINAGE,16.2,16.2,16.2,16.2,88052
20240103,DOREENPWR,61,61,61,61,1
20240103,DSHGARME,111.4,111.4,111.4,111.4,40
20240103,DUTCHBANGL,59.1,59.1,59.1,59.1,500
20240103,EASTERNINS,73,73.6,70,71.8,443934
20240103,EASTLAND,24.8,24.9,24.4,24.6,112869
20240103,EASTRNLUB,1554.4,1558.8,1546,1546.8,1601
20240103,EBL,29.4,29.8,29.4,29.4,110506
20240103,EBLNRBMF,6.5,6.5,6.5,6.5,1
20240103,ECABLES,181.3,181.3,181.3,181.3,15
20240103,EGEN,45.2,45.2,45.2,45.2,1224
20240103,EHL,84.8,85.2,83.7,84.8,148196
20240103,EIL,36.2,36.8,35.6,36.1,797797
20240103,EMERALDOIL,68.6,70.6,67,69,650450
20240103,ETL,11.3,11.8,10.9,11.5,3036863
20240103,EXIM1STMF,5.8,5.8,5.8,5.8,12400
20240103,EXIMBANK,10.4,10.4,10.4,10.4,35674
20240103,FAMILYTEX,4.9,4.9,4.9,4.9,20
20240103,FARCHEM,28.2,28.2,28.2,28.2,280
20240103,FAREASTLIF,75,75,75,75,5
20240103,FASFIN,5.4,5.4,5.4,5.4,53904
20240103,FBFIF,5,5,5,5,171941
