,date,account_value
181,2022-06-22,966145.5529808236
182,2022-06-23,978815.3756584359
183,2022-06-24,994095.086744709
184,2022-06-27,996368.2247032357
185,2022-06-28,986032.8482078743
186,2022-06-29,993341.2062865716
187,2022-06-30,984924.5660583001
188,2022-07-01,997089.7362090569
189,2022-07-05,993264.6605712395
190,2022-07-06,996402.4743072015
191,2022-07-07,1004247.6128379327
192,2022-07-08,1005610.6422034722
193,2022-07-11,1003715.6403075677
194,2022-07-12,1005116.4657470208
195,2022-07-13,997335.4992095452
196,2022-07-14,1001739.4681666604
197,2022-07-15,1022742.6625945931
198,2022-07-18,1008203.9880721932
199,2022-07-19,1025805.9101760751
200,2022-07-20,1019623.4245384103
201,2022-07-21,1023816.3664863473
202,2022-07-22,1019455.5254600411
203,2022-07-25,1022511.3185356027
204,2022-07-26,1020076.8260238534
205,2022-07-27,1028870.2601287728
206,2022-07-28,1035883.4160011178
207,2022-07-29,1039146.1194923287
208,2022-08-01,1039870.8443153268
209,2022-08-02,1029529.9675567513
210,2022-08-03,1040753.4614379769
211,2022-08-04,1034493.5927436715
212,2022-08-05,1034795.9336746102
213,2022-08-08,1037219.0834205514
214,2022-08-09,1038410.3273780709
215,2022-08-10,1049784.3057830697
216,2022-08-11,1047288.2802017098
217,2022-08-12,1061766.992409504
218,2022-08-15,1070036.7415359383
219,2022-08-16,1078716.4655921822
220,2022-08-17,1074744.446972645
221,2022-08-18,1075201.3803794747
222,2022-08-19,1070212.5208976632
223,2022-08-22,1052895.0280883675
224,2022-08-23,1043957.1484687692
225,2022-08-24,1046392.8499229318
226,2022-08-25,1056865.183432049
227,2022-08-26,1030844.8184151116
228,2022-08-29,1027656.347529316
229,2022-08-30,1018522.5189618111
230,2022-08-31,1012947.4667920113
231,2022-09-01,1021750.4006642342
232,2022-09-02,1009386.492148304
233,2022-09-06,1008573.4919995308
234,2022-09-07,1021258.797415638
235,2022-09-08,1026384.1345013619
236,2022-09-09,1032253.9400242806
237,2022-09-12,1034689.8700743065
238,2022-09-13,996580.639334301
239,2022-09-14,999523.9789339104
240,2022-09-15,997609.2228227654
241,2022-09-16,996254.8038164177
242,2022-09-19,999872.4947114983
243,2022-09-20,994847.4837671318
244,2022-09-21,978200.8456903496
245,2022-09-22,979269.9944292107
246,2022-09-23,965506.6986757317
247,2022-09-26,958124.215303997
248,2022-09-27,951831.9440866509
249,2022-09-28,965326.9335084953
250,2022-09-29,950766.509520153
251,2022-09-30,935554.0721193352
252,2022-10-03,957596.3460985222
253,2022-10-04,977049.5981355705
254,2022-10-05,978569.3741397286
255,2022-10-06,966035.2183589364
256,2022-10-07,948738.5283603097
257,2022-10-10,951938.3683452035
258,2022-10-11,962409.1359279938
259,2022-10-12,960313.2136366654
260,2022-10-13,984869.8546492348
261,2022-10-14,978590.1058349877
262,2022-10-17,993643.0943374902
263,2022-10-18,999655.008792904
264,2022-10-19,995523.8233986169
265,2022-10-20,997723.6989670068
266,2022-10-21,1018731.6100197106
267,2022-10-24,1035014.8563308984
268,2022-10-25,1041201.603298214
269,2022-10-26,1045922.2876320153
270,2022-10-27,1052021.0712394982
271,2022-10-28,1078484.8260383874
272,2022-10-31,1074550.3249931603
273,2022-11-01,1070001.5559883385
274,2022-11-02,1058718.3543663293
275,2022-11-03,1054125.638782528
276,2022-11-04,1059867.6771965295
277,2022-11-07,1076240.5828819543
278,2022-11-08,1096955.131664303
279,2022-11-09,1075233.0739174157
280,2022-11-10,1097099.763317135
281,2022-11-11,1082975.908451107
282,2022-11-14,1078534.4032326012
283,2022-11-15,1078813.031765011
284,2022-11-16,1084140.3020210534
285,2022-11-17,1091648.8959389
286,2022-11-18,1102324.0797539025
287,2022-11-21,1099392.1314201623
288,2022-11-22,1105866.3486137658
289,2022-11-23,1108645.5702934533
290,2022-11-25,1114974.9219932824
291,2022-11-28,1103324.4184379845
292,2022-11-29,1100043.080440548
293,2022-11-30,1124202.4593544274
294,2022-12-01,1118965.0271187096
295,2022-12-02,1122910.4310646325
296,2022-12-05,1116612.5961189538
297,2022-12-06,1106408.4875831872
298,2022-12-07,1107263.7712059289
299,2022-12-08,1115088.7836342126
300,2022-12-09,1101800.5344200402
301,2022-12-12,1115583.5411491662
302,2022-12-13,1110667.4978904992
303,2022-12-14,1109761.1840400964
304,2022-12-15,1085125.1515312463
305,2022-12-16,1077750.074581173
306,2022-12-19,1072633.0081498758
307,2022-12-20,1075504.6858003275
308,2022-12-21,1087937.2158067361
309,2022-12-22,1078570.75368668
310,2022-12-23,1082532.843858494
311,2022-12-27,1081656.7403581277
312,2022-12-28,1070354.918580784
313,2022-12-29,1077850.2507569925
314,2022-12-30,1077019.8418214456
315,2023-01-03,1075217.7542512552
316,2023-01-04,1081733.7884843484
317,2023-01-05,1076233.5543992654
318,2023-01-06,1100296.537179722
319,2023-01-09,1088826.741639866
320,2023-01-10,1092659.87793137
321,2023-01-11,1098547.8293244974
322,2023-01-12,1102539.8319566385
323,2023-01-13,1102668.6028764383
324,2023-01-17,1097803.0506303445
325,2023-01-18,1077320.462205662
326,2023-01-19,1076870.9854458314
327,2023-01-20,1087012.1968945009
328,2023-01-23,1090943.5987614137
329,2023-01-24,1092775.811899994
330,2023-01-25,1093359.794512604
331,2023-01-26,1089856.495833252
332,2023-01-27,1087438.2209194642
333,2023-01-30,1081643.1520527345
334,2023-01-31,1091292.8070400697
335,2023-02-01,1087877.762515053
336,2023-02-02,1073995.5038862077
337,2023-02-03,1071009.8331899492
338,2023-02-06,1071235.1433667985
339,2023-02-07,1080091.322783455
340,2023-02-08,1076030.2825460283
341,2023-02-09,1073952.2982396928
342,2023-02-10,1082821.0819158403
343,2023-02-13,1092166.888937935
344,2023-02-14,1090537.095465645
345,2023-02-15,1090102.2216977922
346,2023-02-16,1074835.264265999
347,2023-02-17,1088424.4091443864
348,2023-02-21,1073452.4724263994
349,2023-02-22,1068769.0720331955
350,2023-02-23,1071876.671624672
351,2023-02-24,1056478.3213286514
352,2023-02-27,1058016.1945891494
