,a2c,ddpg,td3,ppo,sac,mean var,dji
2022-08-23,1043957.1484687692,1055416.4379107396,917772.8024920576,1037557.8606357534,1023715.297984566,976681.9698442565,958723.6477325823
2022-08-24,1046392.8499229318,1054830.3714892308,918287.5919512861,1039600.8080387075,1024708.0335497515,980559.4890006527,960461.1010957062
2022-08-25,1056865.183432049,1068573.26917905,925057.9615191572,1053216.5682659107,1033911.3163866656,988694.0117492441,969857.664925496
2022-08-26,1030844.8184151116,1042770.6747881811,889293.586999809,1023184.5839939077,1003971.1027178423,955567.9295383357,940481.4684917589
2022-08-29,1027656.347529316,1041374.4059740942,881298.2064456098,1014755.9114818532,998667.5444674151,951216.2626103824,935109.2235467946
2022-08-30,1018522.5189618111,1026874.2977740209,873519.0906848066,1005993.5431079824,988358.0330538409,941074.6916784759,926133.0260206059
2022-08-31,1012947.4667920113,1017666.7911974828,864577.363260185,999397.4667453725,980841.4310335772,933449.7159059856,917963.2512909707
2022-09-01,1021750.4006642342,1019763.6382891577,867145.4996813886,1006786.173291908,988242.3437838213,942093.9468950374,922216.2453482611
2022-09-02,1009386.492148304,1008751.291838352,856132.8295611494,994413.0169250715,975790.8414339678,932108.6019477275,912370.183170008
2022-09-06,1008573.4919995308,1007620.2326189916,847976.8946246259,991396.9180478895,970934.8877749102,927629.1844814904,907326.2996135225
2022-09-07,1021258.797415638,1016106.0453478735,863677.9701251142,1002491.138769325,986422.2058062212,943052.9163041973,920027.2452897694
2022-09-08,1026384.1345013619,1023935.7793719213,867685.0334796064,1003413.9581889722,991706.9048800127,946853.1298101621,925656.7284668101
2022-09-09,1032253.9400242806,1033985.576994602,884125.9228304975,1017707.705381355,997329.0968813555,953232.4564204616,936645.0854354113
2022-09-12,1034689.8700743065,1044004.7739092748,891826.1783923261,1022030.0449924085,1000545.6007723467,967197.6125069448,943334.6450339991
2022-09-13,996580.639334301,1007544.8389727514,852318.3717593305,973102.5524310682,962024.1291845973,921956.6569012015,906151.4019682793
2022-09-14,999523.9789339104,1010741.179854099,850954.7477282636,980860.2056062199,961353.1021498378,921762.6291275452,907028.8341241849
2022-09-15,997609.2228227654,1011599.2046191137,836484.6844576948,972895.5989828984,956866.8481100734,916577.6730959506,901981.1383665162
2022-09-16,996254.8038164177,1004656.8384539526,835107.0694445722,969630.3571198918,958107.4867628749,914629.6714959411,897920.1199329871
2022-09-19,999872.4947114983,1009482.020277683,840916.2444934003,978710.8224179952,962430.3999022181,927883.6300022342,903666.7002747288
2022-09-20,994847.4837671318,1000527.3996874731,829253.3055209272,976562.2007108418,954255.9596556361,923399.4085909469,894535.2835720076
2022-09-21,978200.8456903496,980860.3589007299,815835.5481356733,957558.8310614659,938854.4097784694,911109.8525412813,879315.2125945113
2022-09-22,979269.9944292107,981010.1817156713,814317.7551516645,955477.60841872,939028.041675442,908858.7409454661,876195.1819694492
2022-09-23,965506.6986757317,961372.4379259985,803421.1808032148,942979.0926459958,929061.0011862452,899593.662854749,862029.1561698371
2022-09-26,958124.215303997,948726.8578326147,798262.4298266523,937656.9314237515,919315.7578695948,895309.9810636551,852427.2455628823
2022-09-27,951831.9440866509,946911.9736468237,797366.535638725,937513.9146549947,914146.145027035,898614.7527752679,848761.8425745262
2022-09-28,965326.9335084953,965880.3388964575,814904.1675967328,946543.2183433416,930920.0114554103,911654.8843400001,864748.0521927895
2022-09-29,950766.509520153,952471.5944811743,801499.997697746,922313.0509147908,917483.608825558,891668.2272130013,851401.7634446094
2022-09-30,935554.0721193352,940211.9073779028,784070.103570854,904292.8154521749,904062.678935879,872817.7190577264,836832.8391886088
2022-10-03,957596.3460985222,965429.0722643774,807776.6178912275,928127.0185882756,927028.9450796779,895193.6348177239,859129.9487207732
2022-10-04,977049.5981355705,994006.6775805395,832453.6578158491,950273.6188436658,948068.1986159022,913817.3878996407,883176.403407812
2022-10-05,978569.3741397286,993304.6022936743,832145.0196856611,950708.2634733998,948087.8032530482,916015.2185013553,881939.7139642864
2022-10-06,966035.2183589364,983872.8271014135,823214.6874484174,941448.7802001073,936079.5733259852,909081.0183689361,871832.9427439246
2022-10-07,948738.5283603097,965529.767744724,800058.5563372724,922484.9005466345,916922.8100699122,883505.026684135,853475.3732941538
2022-10-10,951938.3683452035,962710.8016955297,794624.5083788984,926554.6714893224,917459.4500540431,879486.9048531465,850739.6353077653
2022-10-11,962409.1359279938,966875.6506640356,793816.4286364667,940139.361039829,922996.2968176539,881609.7917463173,851797.3788897824
2022-10-12,960313.2136366654,965527.5479723852,791752.7109011762,939022.9912684209,920987.3786390956,877424.0150119779,850971.7812902628
2022-10-13,984869.8546492348,990183.1833788793,812248.2083911054,965044.9268062017,945148.3723143275,893650.8618186318,875089.359133704
2022-10-14,978590.1058349877,980237.207197849,795940.350129997,950204.8779243047,935815.86988818,879691.0388440352,863323.1993266856
2022-10-17,993643.0943374902,995166.0540759008,814555.8357180707,967723.346380573,951805.9314459498,896890.6423697739,879374.6715532638
2022-10-18,999655.008792904,1001970.878355686,826199.3240145795,973991.2851050908,959653.6147993739,906233.602377571,889220.7337315168
2022-10-19,995523.8233986169,1007124.3658892553,818940.3628024213,969137.8165687139,957070.1353987391,897751.0602404416,886307.8137378986
2022-10-20,997723.6989670068,1005513.7754046362,815357.4828585737,965759.0826972539,953299.6583784755,893389.6676340993,883679.5001669403
2022-10-21,1018731.6100197106,1035483.4400011938,834432.3201769941,985924.6821769292,975023.1647070582,914433.7488035295,905498.54829103
2022-10-24,1035014.8563308984,1047690.3900439184,847817.9813021772,1005548.653776508,991654.4749029811,930098.0443595743,917648.3179544206
2022-10-25,1041201.603298214,1054320.628493015,862508.7165011518,1015833.5572837407,997968.630485409,942301.8136833833,927469.34478162
2022-10-26,1045922.2876320153,1055064.6471392552,850661.6643160932,1017394.872892719,991657.806140774,939308.8209311366,927538.3626925929
2022-10-27,1052021.0712394982,1073627.7063128392,856183.4899462812,1014061.6660178716,1001174.7423094447,930821.0044080712,933194.9295675916
2022-10-28,1078484.8260383874,1098624.5172717015,882120.740831291,1054138.6817039067,1028605.4221991237,962290.2925980994,957331.4546198986
2022-10-31,1074550.3249931603,1097948.7318407933,874865.2260760419,1041984.3534453923,1025444.1247366603,957775.5803343463,953577.7451205532
2022-11-01,1070001.5559883385,1094506.919432346,870200.091195976,1037903.49460445,1020745.0970991786,948813.2689510845,951254.4645427738
2022-11-02,1058718.3543663293,1082439.7886187474,849006.1097659223,1017177.6053985173,1009938.5684088405,928186.931958488,936529.9797190897
2022-11-03,1054125.638782528,1091255.1198717991,840752.4190234296,1000260.4722617681,1009141.714633816,912503.9098733789,932261.8506541168
2022-11-04,1059867.6771965295,1103396.9479662816,856726.7573184125,1011143.4854949529,1019637.1065901454,912409.3927550826,943972.0792109404
2022-11-07,1076240.5828819543,1115207.2317644993,869047.4908694379,1027118.6081718022,1034856.7934492762,922784.4297478686,956317.6366992756
2022-11-08,1096955.131664303,1124640.6375567357,875417.9048480146,1051921.2421325261,1047780.0203741725,929251.2967549618,966042.7326131193
2022-11-09,1075233.0739174157,1099804.5049731175,861410.1322573774,1031267.6419547612,1036683.678016537,907243.1197558943,947197.5428030535
2022-11-10,1097099.763317135,1123370.3911883275,909278.3670748823,1073311.3937057073,1066835.4182814297,955292.0083949332,982197.7032568944
2022-11-11,1082975.908451107,1115692.127699558,917650.4718569868,1069651.1620200688,1057489.7931593594,954702.858575384,983144.153323773
2022-11-14,1078534.4032326012,1112752.67101926,909385.8278445356,1067115.6486342961,1050863.4508665737,937443.9647910165,976992.6261787383
2022-11-15,1078813.031765011,1108104.618574802,916508.3934954755,1069478.7515662725,1047170.223895901,950504.2961949649,978630.5071228988
2022-11-16,1084140.3020210534,1107866.5886675755,912445.5273913495,1067983.148130756,1052685.6960409817,953915.9966257932,977491.6262440578
2022-11-17,1091648.8959389,1111172.2840411107,909512.3445681684,1077128.9881728704,1056802.5549620327,954695.3666571156,977272.908313489
2022-11-18,1102324.0797539025,1122651.7416674534,913278.3482073896,1081293.003588062,1065683.3725546536,966139.5510634121,983080.9959608875
2022-11-21,1099392.1314201623,1120465.7958361546,916155.7205828779,1074513.2852614934,1067222.5706137356,957015.6337473515,981758.1052518021
2022-11-22,1105866.3486137658,1133386.1306139866,930539.3487795942,1082055.7100585515,1077476.8858641323,971567.5480289323,993347.4244427414
2022-11-23,1108645.5702934533,1138648.840086643,932483.539544975,1080558.0325149114,1078815.944839352,975483.0136544243,996142.848981983
2022-11-25,1114974.9219932824,1143791.0109698216,935358.5818804853,1076527.0694182927,1087021.5387076077,978783.7302523197,1000599.2552665843
2022-11-28,1103324.4184379845,1126526.212767307,921164.6912402265,1060586.6355536992,1071659.1828497585,964776.0831234915,986104.0146006166
2022-11-29,1100043.080440548,1129325.5636584202,921929.8224124067,1056230.0003417546,1070736.7414168057,955219.063278319,986193.4590821085
2022-11-30,1124202.4593544274,1150731.6400439183,947810.8519381635,1083865.4737723882,1095727.8967970547,985489.1628522761,1007670.7177657906
2022-12-01,1118965.0271187096,1142906.4585863987,942965.5608004682,1082768.383074146,1091456.9198759731,981829.2511057677,1001997.0244347303
2022-12-02,1122910.4310646325,1147682.6326586644,944502.6056689374,1083260.9404471929,1097190.1312369045,982052.6367775287,1003012.7769052073
2022-12-05,1116612.5961189538,1137886.141142551,926723.1288165204,1077377.9727691228,1087490.0544775662,968857.1595460902,988948.4856685133
2022-12-06,1106408.4875831872,1125661.382979099,916530.5789965742,1060769.8689139897,1081250.232364529,960269.3152829349,978730.0795418622
2022-12-07,1107263.7712059289,1127829.3601977269,917500.6698702924,1059158.4366172368,1083686.5478743252,959530.155763688,978776.1673472109
2022-12-08,1115088.7836342126,1134927.244444553,924260.4452609174,1064427.4995597417,1091959.588363522,970247.612034048,984123.604535222
2022-12-09,1101800.5344200402,1121720.943312351,916167.3276385419,1052393.407961231,1081465.3315695461,958088.5791132797,975237.7618669271
2022-12-12,1115583.5411491662,1140211.6035906712,934144.7786501996,1063762.5702498967,1097893.2162779507,975071.2249328463,990636.3235177308
2022-12-13,1110667.4978904992,1142994.6711413304,943199.6301440351,1061603.1450637395,1099761.6502417263,976714.3807918071,993654.4488842995
2022-12-14,1109761.1840400964,1141493.7038256566,940565.1607760541,1053807.1090758855,1100777.4493101772,971888.3065212263,989509.2775321152
2022-12-15,1085125.1515312463,1117891.6492602269,917094.1318377607,1025021.673258167,1077417.876354092,948186.9019005855,967248.5261575038
2022-12-16,1077750.074581173,1113694.0502306859,907598.29049102,1019386.2136519963,1069295.1194075283,935532.1222472017,959040.3449234111
2022-12-19,1072633.0081498758,1111513.0602557103,900049.3333987348,1011685.1318000371,1065118.190933102,926731.0401914115,954294.0975518386
2022-12-20,1075504.6858003275,1118824.591810886,903201.7074069135,1012938.1312240178,1068138.1979292568,924546.8570225751,956980.0493287453
2022-12-21,1087937.2158067361,1138077.5932299534,920290.0683993452,1028480.7156051213,1083451.8209532436,943228.2768996925,972325.1263659345
2022-12-22,1078570.75368668,1125443.0125414769,909056.448869621,1014474.2943671758,1071782.1834448513,933747.2597626641,962158.2703030438
2022-12-23,1082532.843858494,1135765.8197009007,913027.9290942304,1014822.497526508,1077399.2370184597,937289.2152239957,967298.3692655106
2022-12-27,1081656.7403581277,1140400.9518114964,915532.7390612714,1011144.8608687932,1079187.6343268093,936136.7580885115,968394.57625051
2022-12-28,1070354.918580784,1128036.957777683,902950.5131930463,996533.0081847722,1068354.2628630337,920916.9634041669,957736.685915817
2022-12-29,1077850.2507569925,1134985.6183306614,916772.7197207563,1010208.1458343084,1076840.730575436,933494.3834315863,967789.858725514
2022-12-30,1077019.8418214456,1133747.9397875706,913007.7533358686,1010212.319742542,1072347.9342650112,930314.8815653602,965647.1740664716
2023-01-03,1075217.7542512552,1130018.858168308,915810.1084612958,1000417.1798156316,1072653.0939749416,920241.501916226,965330.2492815424
2023-01-04,1081733.7884843484,1130719.5057207982,914769.0341433637,1014140.441706043,1072270.195533627,920426.23855859,969216.4185473715
2023-01-05,1076233.5543992654,1119592.278731052,900140.39646331,1011563.3835128362,1061268.3689879116,906681.3313994444,959320.5132611117
2023-01-06,1100296.537179722,1141709.3721606175,919502.011735832,1042570.5382178838,1082847.0096625027,922012.3195674182,979728.4210636519
2023-01-09,1088826.741639866,1130789.6562182347,920482.3600329511,1032678.3953994329,1072956.855060452,922509.3302716817,976437.6379646987
2023-01-10,1092659.87793137,1133684.8658892552,927001.6493167036,1040674.4696601445,1076953.8984373745,923895.8126937773,981869.3987669407
2023-01-11,1098547.8293244974,1139053.0538012425,937177.4024676435,1047256.4906791265,1085727.332706326,939723.4088173797,989703.3015027811
2023-01-12,1102539.8319566385,1150283.2183825413,944934.9860476606,1048122.1861136968,1090954.5109327969,940786.8505400827,996023.7034703776
2023-01-13,1102668.6028764383,1150889.1365801732,949169.256379997,1053267.0305770452,1093550.3292883572,941869.3055337428,999305.1552112107
2023-01-17,1097803.0506303445,1139132.7918688694,941337.0319384687,1048079.9602263982,1083182.049461739,937400.9975511662,987892.4490422499
2023-01-18,1077320.462205662,1119525.9971758763,921166.8698290937,1033564.8890441472,1061220.8273929523,923770.7674355613,970008.5598141194
2023-01-19,1076870.9854458314,1116610.625014011,904480.0599612348,1026883.0681823308,1050715.4268573688,915665.3570970595,962655.5634126097
2023-01-20,1087012.1968945009,1125115.611281101,920944.4036425703,1038246.9688209111,1060844.7312168048,927757.7122432326,972296.2219151725
2023-01-23,1090943.5987614137,1131820.3820025364,929761.2038287275,1045630.7802489812,1064239.7733158038,936852.5184147961,979697.8096571362
2023-01-24,1092775.811899994,1144124.6359698216,929910.4115237348,1050694.938417774,1068551.7216826861,943141.2873580866,982739.2634190051
2023-01-25,1093359.794512604,1145530.6140734593,928788.3232821577,1047033.1427062566,1067125.1142282337,941698.9154895267,983027.056159072
2023-01-26,1089856.495833252,1152034.2809588353,936175.8666323774,1050169.1826728398,1066005.4018030018,944525.4598124118,989015.7397252074
2023-01-27,1087438.2209194642,1143674.8935686985,944207.9760836713,1062215.4800170476,1060389.1549310535,947789.0124450512,989850.8962769475
2023-01-30,1081643.1520527345,1129587.3199297825,936038.5001544111,1048118.3849471624,1054617.9300699085,939474.3111469087,982247.7739590016
2023-01-31,1091292.8070400697,1134387.8875109593,946348.0826357953,1054177.6751464421,1068957.6990442127,958233.8468862749,992996.0191515884
2023-02-01,1087877.762515053,1129103.4872729222,952242.8584078901,1048288.8993972356,1067537.8370294422,964427.8957039651,993197.6675246205
2023-02-02,1073995.5038862077,1110649.2902056614,965179.5200213544,1056400.9942802007,1062577.8065652698,968004.5906511771,992060.9487897343
2023-02-03,1071009.8331899492,1108450.733809177,954771.8242663495,1064853.8003300282,1053886.9320382923,964931.3729570396,988334.0953942464
2023-02-06,1071235.1433667985,1112987.029600803,950929.7107638471,1056426.641139736,1056541.2991723865,958107.0038602204,987314.7014181616
2023-02-07,1080091.322783455,1121479.4183794896,959240.7738055341,1067778.1900866658,1065012.1538095325,961253.6355880619,995054.2663993498
2023-02-08,1076030.2825460283,1119131.3338152806,952230.5969637983,1055706.5605765835,1058457.3433465809,954579.4715930407,989004.1324260825
2023-02-09,1073952.2982396928,1111036.6956469456,945542.8423251264,1050450.9493594205,1050377.4364557117,952338.7433116924,981746.384155627
2023-02-10,1082821.0819158403,1120697.117430393,947103.8515872114,1055279.7200770413,1059185.2743005604,958910.5570471692,986681.0794424036
2023-02-13,1092166.888937935,1125825.0408770482,964216.3574694745,1066160.5121641194,1073003.2018289417,973570.5672044869,997653.9600121718
2023-02-14,1090537.095465645,1119227.3784777562,958360.6700991743,1063431.786677364,1067433.0516519397,967344.904218706,993090.12931214
2023-02-15,1090102.2216977922,1120518.2673937718,960928.6376971357,1066097.428713802,1066676.4596795887,973599.634107594,994219.9064269615
2023-02-16,1074835.264265999,1108699.7650134007,948492.471589958,1050582.9655942952,1054688.1241082996,965001.0935317124,981658.191441688
2023-02-17,1088424.4091443864,1118494.24082822,947629.3580035322,1057014.4512662922,1064561.9581155628,968486.6888731406,985440.691594745
2023-02-21,1073452.4724263994,1096439.3236224095,922420.5755862348,1037117.7633466756,1042154.5013894885,940697.7813350444,965132.697602319
2023-02-22,1068769.0720331955,1091595.0113360325,919689.6512698286,1035157.4343977009,1040912.853020653,937143.1931172097,962671.0398114428
2023-02-23,1071876.671624672,1094764.3107287327,923716.617418205,1039375.4070081746,1045283.4393396227,939206.2198282669,965841.1980371374
2023-02-24,1056478.3213286514,1080624.073073093,913300.7250460737,1023122.1464643513,1030460.1418237536,928666.8900473044,956024.0403096463
2023-02-27,1058016.1945891494,1084571.6680285374,915325.9538897626,1027998.6185246693,1031869.3901452868,928866.7872387643,958126.4408129024
