,date,account_value
157,2021-09-05,1156723.7269358004
158,2021-09-06,1154521.1543641232
159,2021-09-07,1161997.2610657236
160,2021-09-08,1169131.7764454754
161,2021-09-09,1170142.592082319
162,2021-09-12,1171440.8458953984
163,2021-09-13,1165075.7187634576
164,2021-09-14,1173105.118105555
165,2021-09-15,1171253.5716519784
166,2021-09-16,1169959.5828837804
167,2021-09-19,1168364.8438295657
168,2021-09-20,1172708.7274191724
169,2021-09-21,1170236.1645821368
170,2021-09-22,1161332.948014531
171,2021-09-23,1159052.3121971495
172,2021-09-26,1154033.3883222553
173,2021-09-27,1145045.1293445944
174,2021-09-28,1153710.795836696
175,2021-09-29,1144047.6258175317
176,2021-09-30,1151883.159483211
177,2021-10-03,1149796.3893422473
178,2021-10-04,1144289.440937917
179,2021-10-05,1123960.8153525074
180,2021-10-06,1122285.6866644712
181,2021-10-07,1133484.7898160035
182,2021-10-10,1150243.0558607143
183,2021-10-11,1151340.8525643775
184,2021-10-12,1153702.2657469334
185,2021-10-13,1134863.4332629042
186,2021-10-14,1137865.378640345
187,2021-10-17,1119773.833717015
188,2021-10-18,1135739.3183889608
189,2021-10-19,1125034.5727122945
190,2021-10-21,1135349.2606480075
191,2021-10-24,1138734.5430896191
192,2021-10-25,1149916.1983302736
193,2021-10-26,1149628.6309102536
194,2021-10-27,1141350.6957709882
195,2021-10-28,1137455.805087966
196,2021-10-31,1137438.227933304
197,2021-11-01,1155131.1850259185
198,2021-11-02,1167776.913854882
199,2021-11-03,1166580.7626313826
200,2021-11-04,1173155.0062062866
201,2021-11-07,1178185.1742904128
202,2021-11-08,1177977.9965042141
203,2021-11-09,1180424.4520968252
204,2021-11-10,1182546.2473033282
205,2021-11-11,1183066.7120226186
206,2021-11-14,1174259.523586732
207,2021-11-15,1182193.2825284633
208,2021-11-16,1185140.5577851543
209,2021-11-17,1188259.9857625046
210,2021-11-18,1192852.0174179263
211,2021-11-21,1196324.4101701418
212,2021-11-22,1195221.0559837546
213,2021-11-23,1201961.3778214564
214,2021-11-24,1205411.2821552071
215,2021-11-25,1201697.7205015281
216,2021-11-28,1193755.6899576029
217,2021-11-29,1188504.51500236
218,2021-11-30,1194429.5670488318
219,2021-12-01,1194004.0965109866
220,2021-12-02,1195816.223610358
221,2021-12-05,1188829.4338760367
222,2021-12-06,1186840.8890111248
223,2021-12-07,1177941.679000832
224,2021-12-08,1178513.0657711278
225,2021-12-09,1184950.0524471276
226,2021-12-12,1184638.3164394475
227,2021-12-13,1154693.8240599195
228,2021-12-14,1162522.1200736794
229,2021-12-15,1140942.414656452
230,2021-12-19,1125667.0917925544
231,2021-12-20,1146106.2208135223
232,2021-12-21,1144130.6003270384
233,2021-12-22,1165535.955879274
234,2021-12-23,1181827.651862739
235,2021-12-26,1182996.2741601868
236,2021-12-27,1182994.3355034227
237,2021-12-28,1190150.8223265018
238,2021-12-29,1179561.8790805493
239,2021-12-30,1176029.2587248601
240,2022-01-02,1188709.6248880103
241,2022-01-03,1187724.011789101
242,2022-01-04,1170115.4508876204
243,2022-01-05,1155779.7303354288
244,2022-01-06,1174325.9548918514
245,2022-01-09,1182967.8405276455
246,2022-01-10,1189474.8773347244
247,2022-01-11,1201115.3480095682
248,2022-01-12,1204286.0857692773
249,2022-01-13,1207277.691643976
250,2022-01-16,1204281.6914806117
251,2022-01-17,1202303.873849795
252,2022-01-18,1210468.2037026794
253,2022-01-19,1217568.2109920287
254,2022-01-20,1204580.503109864
255,2022-01-23,1198934.617637434
256,2022-01-24,1198775.518538987
257,2022-01-25,1193389.413072957
258,2022-01-26,1199449.1371426475
259,2022-01-27,1200716.3724474998
260,2022-01-30,1194870.0298656537
261,2022-01-31,1188192.7789946797
262,2022-02-01,1170215.6148204363
263,2022-02-02,1158972.1810508966
264,2022-02-03,1148607.605014452
265,2022-02-06,1133718.0748466265
266,2022-02-07,1136997.8943602666
267,2022-02-08,1134788.730355591
268,2022-02-09,1130499.38764295
269,2022-02-10,1130257.5725225648
270,2022-02-13,1148941.053977891
271,2022-02-14,1162387.060319108
272,2022-02-15,1171432.1865618518
273,2022-02-16,1178846.514734567
274,2022-02-17,1161702.1975062154
275,2022-02-20,1160993.424593231
276,2022-02-22,1161039.4353804344
277,2022-02-23,1173336.076748061
278,2022-02-24,1183436.6077332243
279,2022-02-27,1166017.6474632807
280,2022-02-28,1149357.6066946213
281,2022-03-01,1143670.4924550063
282,2022-03-02,1157655.0576453125
283,2022-03-03,1155849.5219789394
284,2022-03-06,1135261.8918498352
285,2022-03-07,1127557.669868983
286,2022-03-08,1111591.151246763
287,2022-03-09,1096211.0116738155
288,2022-03-10,1099257.1584254797
289,2022-03-13,1126881.7248772054
290,2022-03-14,1121384.469756696
291,2022-03-15,1101610.300005842
292,2022-03-16,1121343.1117457268
293,2022-03-20,1118143.9403534764
294,2022-03-21,1112193.0395501489
295,2022-03-22,1085809.2134274985
296,2022-03-23,1079696.887137607
297,2022-03-24,1101322.4740982533
298,2022-03-27,1097610.851101338
299,2022-03-28,1090004.9836403218
300,2022-03-29,1090039.6209745083
301,2022-03-30,1109861.74016933
302,2022-03-31,1127025.702452892
303,2022-04-03,1140844.577111753
304,2022-04-04,1149915.8105989208
305,2022-04-05,1143234.2946830657
306,2022-04-06,1151653.8810099007
307,2022-04-07,1136799.3759076146
308,2022-04-10,1148361.1371178327
309,2022-04-11,1153433.1801880654
310,2022-04-12,1156564.886324922
311,2022-04-13,1167758.0442623773
312,2022-04-17,1165594.7618011206
313,2022-04-18,1147382.1154519215
314,2022-04-19,1152011.4985609998
315,2022-04-20,1155439.5606952074
316,2022-04-21,1146152.2316007256
317,2022-04-24,1141365.6880499646
318,2022-04-25,1144246.1442701838
319,2022-04-26,1148797.205645989
320,2022-04-27,1135131.0971401453
321,2022-04-28,1132228.798720383
322,2022-05-05,1143618.1487223736
323,2022-05-08,1139867.494102606
324,2022-05-09,1138559.2885181373
325,2022-05-10,1155086.2081889897
326,2022-05-11,1163344.2397854761
327,2022-05-12,1151167.53664966
328,2022-05-16,1118697.7499691106
329,2022-05-17,1126574.3831581906
330,2022-05-18,1099798.1729064703
331,2022-05-19,1101841.2586483478
332,2022-05-22,1122171.564402953
333,2022-05-23,1091097.4813488293
334,2022-05-24,1093886.303725995
335,2022-05-25,1096112.6571539794
336,2022-05-26,1126958.1079537142
337,2022-05-29,1091784.2828184864
338,2022-05-30,1088522.040459508
339,2022-05-31,1066894.3855983135
340,2022-06-01,1064083.3979121442
341,2022-06-02,1053276.3557802213
342,2022-06-05,1049841.7022130156
343,2022-06-06,1065271.859130479
344,2022-06-07,1066157.2436746801
345,2022-06-08,1080423.1079614689
346,2022-06-09,1041893.3387236609
347,2022-06-12,1034053.8631225609
348,2022-06-13,1034344.0154182666
349,2022-06-14,1054802.6602506605
350,2022-06-15,1056403.344518952
351,2022-06-16,1062744.6907945857
352,2022-06-19,1079847.3915243994
353,2022-06-20,1098897.6022176165
354,2022-06-21,1091524.6320558705
355,2022-06-22,1085671.9565285947
356,2022-06-23,1100066.2245150644
357,2022-06-26,1088532.8969373875
358,2022-06-27,1089064.993597263
359,2022-06-28,1097811.6959421071
360,2022-06-29,1088903.4388669145
361,2022-06-30,1067790.691242286
362,2022-07-03,1038674.6515199845
363,2022-07-04,1009689.3418854807
364,2022-07-05,1004663.1803586669
365,2022-07-06,1014711.4968549818
366,2022-07-07,990179.2818078
367,2022-07-12,988912.3696124082
368,2022-07-13,1010136.3315134085
369,2022-07-14,1008577.3283655468
370,2022-07-17,1015003.6524293438
371,2022-07-18,1042244.3648417616
372,2022-07-19,1040179.1137908804
373,2022-07-20,1023924.769261072
374,2022-07-21,1026648.452770961
375,2022-07-24,1018248.4468774444
376,2022-07-25,1028896.6483984885
377,2022-07-26,1024613.9617407379
378,2022-07-27,1026925.357578778
379,2022-07-28,1038402.0763789407
380,2022-07-31,1036866.8540873864
381,2022-08-01,1031430.4081673799
382,2022-08-02,1025060.9513686659
383,2022-08-03,1018161.0780792721
384,2022-08-04,1013442.322893365
385,2022-08-07,1035216.152474579
386,2022-08-08,1028081.0554977979
387,2022-08-10,1053042.8122620299
388,2022-08-11,1054623.9807188953
389,2022-08-14,1059985.982219157
390,2022-08-16,1055432.9175646955
391,2022-08-17,1058435.5091610579
392,2022-08-21,1050875.264755892
393,2022-08-22,1065302.6191511373
394,2022-08-23,1076288.663924286
395,2022-08-24,1086727.3612710144
396,2022-08-25,1085181.2178796884
397,2022-08-28,1071872.9207906204
398,2022-08-29,1085647.7879409345
399,2022-08-30,1082812.954776566
400,2022-08-31,1085348.9763116823
401,2022-09-01,1086310.8085542843
402,2022-09-04,1084387.531800433
403,2022-09-05,1102092.1208336328
404,2022-09-06,1102990.7528657224
405,2022-09-07,1117031.9268335428
406,2022-09-08,1122040.8989370475
407,2022-09-11,1129967.420226859
408,2022-09-12,1124286.768176458
409,2022-09-13,1124906.1043907215
410,2022-09-14,1115234.921256932
411,2022-09-15,1093956.0953695052
412,2022-09-18,1088860.1421991813
413,2022-09-19,1090833.436297548
414,2022-09-20,1101505.4832967918
415,2022-09-21,1068141.7819822791
416,2022-09-22,1062040.3121702669
417,2022-09-25,1051845.6917101487
418,2022-09-26,1042566.9573273213
419,2022-09-27,1047397.2498990607
420,2022-09-28,1036214.6899519162
421,2022-09-29,1030486.15307944
422,2022-10-02,1044911.1164646759
423,2022-10-03,1051304.7418510502
424,2022-10-04,1063784.6509047842
425,2022-10-06,1071382.2467636066
426,2022-10-10,1029151.7756286548
427,2022-10-11,1030148.3098273354
428,2022-10-12,1024415.4432880859
429,2022-10-13,1019803.1849804248
430,2022-10-16,1026329.8022208218
431,2022-10-17,1015958.8932389474
432,2022-10-18,998672.8602011343
433,2022-10-19,995129.3187456735
434,2022-10-20,979040.4062597418
435,2022-10-23,968135.1388517672
436,2022-10-24,963972.1965601508
437,2022-10-25,982128.3633756201
438,2022-10-26,966970.4584897398
439,2022-10-27,950423.9583855694
440,2022-10-30,975747.6623676737
441,2022-10-31,1003058.1664236023
442,2022-11-01,1001653.6095979536
443,2022-11-02,990174.9521410267
444,2022-11-03,969325.538726866
445,2022-11-06,966218.4535309143
446,2022-11-07,967419.7745057846
447,2022-11-08,966482.1108508429
448,2022-11-09,993873.3922719455
449,2022-11-10,980510.1019526668
450,2022-11-13,998740.3900784199
451,2022-11-14,1009922.9500255644
452,2022-11-15,1006614.6322574909
453,2022-11-16,1003629.5531938984
454,2022-11-17,1028410.3040382479
455,2022-11-20,1042209.27515433
456,2022-11-21,1053363.4014689333
457,2022-11-22,1053441.7878240983
458,2022-11-23,1059866.1732311307
459,2022-11-24,1087278.9737423158
460,2022-11-27,1083015.7382740993
461,2022-11-28,1080377.0971742657
462,2022-11-29,1063653.9208169861
463,2022-11-30,1058806.438821938
464,2022-12-01,1072106.2058212433
465,2022-12-04,1086127.540868177
466,2022-12-05,1097172.7146726334
467,2022-12-06,1075769.4916428383
468,2022-12-07,1115520.5500201879
469,2022-12-08,1116595.4705740337
470,2022-12-11,1109608.939327281
471,2022-12-12,1111469.1451144041
472,2022-12-13,1110175.673321343
473,2022-12-14,1109927.2667679593
474,2022-12-15,1116523.740273759
475,2022-12-18,1115021.2812815192
476,2022-12-19,1128183.726760029
477,2022-12-20,1131358.6003208347
478,2022-12-21,1136419.9161569723
479,2022-12-22,1119957.1014031223
480,2022-12-26,1120058.6870175654
481,2022-12-27,1144451.2541558337
482,2022-12-28,1138007.4175592675
483,2022-12-29,1139161.047577739
