date,a2c,ddpg,td3,ppo,sac,mvo
2021-07-07,2042855.1998000003,1896127.80185,2128136.5414000005,2019055.8764,1945477.6514499993,1912259.3435878681
2021-07-08,2059844.7998000006,1908377.4018499996,2144145.4414,2032319.3334,1958896.351449999,1923587.4080716663
2021-07-12,2067475.1998000005,1920246.4018499996,2192447.0414,2046271.2274000004,1987042.1514499995,1954424.2985140868
2021-07-13,2080268.4998000003,1932379.1018499997,2196243.2414,2058706.0653500003,1991672.2514499996,1959737.916548687
2021-07-14,2077957.9998000003,1927859.30185,2179756.8414,2055133.7068,1986659.3514499997,1951339.3425912755
2021-07-15,2087426.3998000002,1934185.2018499998,2197672.4414,2059832.2084500005,1995867.5514499992,1962486.722198897
2021-07-18,2108423.6998000005,1962229.9018499996,2234041.7414,2098378.30235,2008682.4514499994,1989316.7518377078
2021-07-19,2113877.9998000003,1971522.80185,2215735.3414000003,2093335.9187999999,2011256.4514499994,1992743.0900720493
2021-07-25,2111503.1998000005,1971865.80185,2183097.7413999997,2085095.7406000006,1997075.85145,1979691.0647450928
2021-07-26,2109083.1998,1974514.0018499997,2173606.1414,2087498.4460000002,2000324.8514499995,1983456.7313588331
2021-07-27,2115334.1998000005,1980923.5018499997,2190741.6414,2089691.2765,1997252.7514499994,1992590.3490891017
2021-07-28,2111968.9998000003,1975765.9018499998,2194963.4414,2093644.8536000003,1994667.44745,1991206.927511365
2021-07-29,2118455.5998000004,1974316.2018499998,2194166.3414000003,2096894.1156,2001747.5474499995,1991533.6637078123
2021-08-02,2123535.7998000006,1977890.9018499998,2200314.7414,2088351.6556000002,1999041.3434999995,1990701.3798253716
2021-08-03,2133080.0998000004,1980331.7018499998,2208353.3414000003,2103248.91555,1999358.9434999996,1988221.7211677046
2021-08-05,2142094.1998000005,1981189.2018499998,2217982.2414,2118192.0767,2001224.1434999993,1986222.056452641
2021-08-09,2145440.7998000006,1985181.5018499997,2229096.6414,2113968.9468,1997830.3434999997,1987259.5166403241
2021-08-10,2148151.2998000006,1989412.2018499998,2234305.7414,2103854.54255,2008800.7434999994,1995040.7547242884
2021-08-11,2147324.4998000003,1984520.00185,2232224.8414000003,2104785.1182999997,2007035.2395499996,1992501.5798049856
2021-08-12,2149322.2998000006,1984793.30185,2241835.0414000005,2109344.49705,2006053.0395499996,1992919.1609050578
2021-08-16,2154437.7998000006,1988101.5018499997,2245256.8414000003,2111929.7768,2007531.8395499997,1991795.4024263236
2021-08-17,2151645.2998000006,1984238.90185,2231520.1414,2112467.5633500004,1997079.3395499997,1980372.074157536
2021-08-18,2151594.1998000005,1982841.6018499997,2233534.7414,2109959.7660000003,1992425.83955,1978417.1101559198
2021-08-19,2145102.4998000003,1974126.0018500001,2224912.6414,2100389.9656500006,1985683.9395499998,1968794.9302241604
2021-08-22,2160964.1998000005,1985159.4018499996,2235313.5414,2112229.1855,1999407.0395499994,1975528.0654185826
2021-08-23,2165758.2998000006,1992149.1018499997,2254951.2414,2124088.2668999997,2003632.4395499998,1985079.4347467313
2021-08-24,2171841.5998000004,1999534.9018499998,2258829.9414,2137019.2427499997,2006575.9349999996,1985078.4314908131
2021-08-25,2162967.7998000006,1991125.30185,2252975.1414,2135470.8139,2003414.8349999995,1981206.9830674983
2021-08-26,2161285.1998000005,1987936.90185,2241365.1414,2130909.7007500003,2002865.0349999997,1977003.798758726
2021-08-29,2164901.7998000006,1993383.0018499997,2240645.7414,2119931.98435,2003510.3349999995,1975995.1871123535
2021-08-31,2166986.6998000005,1993659.1018499997,2237566.8414000003,2114740.2919,2010972.7349999996,1979351.7972155036
2021-09-01,2162843.9998000003,1990648.80185,2237267.7413999997,2116867.13565,2002318.9349999998,1975579.0477794544
2021-09-02,2170314.7998000006,1995427.1018499997,2259568.1414,2131971.2627499998,2000191.2308499997,1978171.821236983
2021-09-05,2215543.0998000004,2042775.5018499997,2294412.6414,2168029.5319999997,2042289.6308499994,2011840.69295949
2021-09-06,2228437.0998000004,2067914.40185,2324583.3414000003,2180602.6249,2056736.0265999998,2035527.277875313
2021-09-07,2259828.3998000002,2113440.70185,2354084.5414,2214839.9140500003,2093872.1265999996,2073764.324015154
2021-09-08,2266680.2998000006,2125491.40185,2364399.9414,2226940.85135,2097726.9266,2074695.7567503157
2021-09-09,2286810.6998000005,2143315.20185,2403155.9414,2251620.0324499994,2102568.8265999993,2094063.2421504022
2021-09-12,2350673.7998000006,2202712.6018499997,2473216.6414,2280915.7635000004,2175135.7265999992,2173237.9344678745
2021-09-13,2415700.3998000002,2233858.40185,2470781.2414,2298948.1366000003,2217030.3266,2188646.471496241
2021-09-14,2363518.8998000002,2183602.20185,2406714.7414,2260739.1331999996,2179638.6265999996,2142216.9578001015
2021-09-15,2392312.8998000002,2196072.90185,2427329.0414,2279732.78235,2209223.3266,2157892.5652512843
2021-09-16,2362835.0998000004,2194559.0018499997,2457321.1414,2284285.5814000005,2173292.3223499996,2155969.0806337474
2021-09-19,2315867.0998000004,2171516.0018499997,2480153.4414,2264373.2062500003,2124430.5223499998,2152611.5478841476
2021-09-20,2309297.0998000004,2154263.20185,2464361.2414,2252231.47465,2118749.12235,2139957.124372222
2021-09-21,2310767.5998000004,2150659.20185,2452820.9414,2266521.9433500003,2130470.4223499997,2132870.0278730076
2021-09-22,2313232.2998000006,2149188.90185,2440844.3414000003,2255121.0048,2133759.62235,2131750.229761389
2021-09-23,2328378.7998000006,2156682.40185,2434569.6414,2262514.0357000004,2148447.5223499998,2132033.103063983
2021-09-26,2327446.4998000003,2158851.40185,2411159.9414,2249994.071,2149943.62235,2126433.4913914674
2021-09-27,2328741.3998000002,2156758.70185,2410611.0414000005,2246600.407,2154845.7223499995,2127695.326900034
2021-09-28,2328657.5998000004,2154381.80185,2400768.8414000003,2242827.9427,2155070.8181999996,2122543.8773716595
2021-09-29,2323072.3998000002,2150703.1018499997,2394051.4414,2242949.0730999997,2150537.2181999995,2116471.533574176
2021-09-30,2321719.6998000005,2150140.6018499997,2407325.8414000003,2248084.4757999997,2143835.218199999,2114765.704854213
2021-10-03,2337269.6998000005,2159747.80185,2431360.5414000005,2253956.4628000003,2156151.7181999995,2131122.3840809697
2021-10-04,2332823.4998000003,2161697.80185,2449510.1414,2250190.9147,2158303.4181999993,2143394.498075431
2021-10-05,2324892.3998000002,2154455.50185,2448153.6414,2245356.16695,2154083.2181999995,2141072.0399702275
2021-10-06,2312302.5998000004,2146863.90185,2437327.9414,2247555.0194,2134399.2181999995,2123926.5335735097
2021-10-07,2304886.6998,2146297.5018499997,2437115.1414,2245478.9724999997,2132420.7181999995,2125852.3094053143
2021-10-10,2330090.6998,2164425.70185,2448496.9414,2257421.94235,2156954.4181999997,2140959.0317505663
2021-10-11,2333754.0998000004,2159034.20185,2431119.5414000005,2232634.4237,2165211.9181999997,2136680.54982593
2021-10-12,2329102.6998000005,2153790.70185,2402347.7414,2223174.27625,2165209.9181999997,2122939.1703009736
