Date,Scrip,Open,High,Low,Close,Volume
20240102,00DS30,2091.54428,2092.04599,2087.09664,2089.89688,5168791000
20240102,00DSES,1361.23657,1363.95686,1359.68455,1360.15858,5168791000
20240102,00DSEX,6242.87385,6252.13257,6231.37344,6233.41837,5168791000
20240102,1JANATAMF,6.1,6.1,6.1,6.1,38140
20240102,1STPRIMFMF,34,35.3,30.4,31.2,3425333
20240102,AAMRANET,51.8,51.8,50.6,50.8,268648
20240102,AAMRATECH,30.6,30.7,30.4,30.5,42550
20240102,ABB1STMF,5.2,5.3,5.2,5.2,551011
20240102,ABBANK,9.7,9.7,9.7,9.7,2344
20240102,ACFL,26.5,26.5,26.5,26.5,1
20240102,ACI,260.2,260.2,260.2,260.2,36
20240102,ACIFORMULA,155,155,155,155,350
20240102,ACMELAB,85,85,85,85,151
20240102,ACMEPL,35.4,35.4,35.4,35.4,1
20240102,ACTIVEFINE,19.3,19.3,19.3,19.3,6
20240102,ADNTEL,117.1,119.6,115.7,117.1,146973
20240102,ADVENT,24.2,24.4,23,23.1,1846001
20240102,AFTABAUTO,27.2,27.7,26,26.2,642320
20240102,AGNISYSL,23.5,23.6,23.2,23.3,416309
20240102,AGRANINS,39.1,39.2,38.3,38.4,176718
20240102,AIBL1STIMF,7.7,7.7,7.4,7.4,601230
20240102,AIL,75.7,75.9,72.1,72.5,135815
20240102,AL-HAJTEX,132.1,132.1,132.1,132.1,40
20240102,ALARABANK,23.6,24.1,23.6,23.9,102016
20240102,AMANFEED,33.5,33.5,33.5,33.5,1
20240102,AMBEEPHA,818.9,829,782,791.7,8279
20240102,AMCL(PRAN),252,252,252,252,4304
20240102,ANLIMAYARN,34,34.7,33,33.3,409339
20240102,ANWARGALV,213.3,213.3,213.3,213.3,9
20240102,AOL,36.5,36.5,36.5,36.5,1521
20240102,APEXFOODS,298.1,302.9,295.3,296.8,16679
20240102,APEXFOOT,257.5,257.5,257.5,257.5,804
20240102,APEXSPINN,118.5,119.7,116.7,117.1,44140
20240102,APEXTANRY,99.8,99.8,99.3,99.4,1354
20240102,APOLOISPAT,8.2,8.2,8.2,8.2,9
20240102,ARAMIT,258.9,258.9,258.9,258.9,382
20240102,ARAMITCEM,23.6,25,23.6,24.3,252705
20240102,ARGONDENIM,18.2,18.2,18.2,18.2,153270
20240102,ASIAINS,50.6,51,49.4,49.6,204719
20240102,ASIAPACINS,52,52.5,50.7,50.9,187325
20240102,ATCSLGF,10.8,10.9,9.8,9.8,4243455
20240102,AZIZPIPES,112.7,118.3,110.1,113.4,179361
20240102,BANGAS,115,115.5,112.5,112.8,41827
20240102,BANKASIA,20.2,20.2,20.2,20.2,1580
20240102,BATASHOE,966,966,960.6,961.3,334
20240102,BATBC,518.7,518.7,518.7,518.7,699
20240102,BBS,21.6,21.6,21.6,21.6,2000
20240102,BBSCABLES,49.9,49.9,49.9,49.9,85
20240102,BDAUTOCA,129,132,126.2,127.9,38195
20240102,BDCOM,34.6,34.8,34.1,34.2,401597
20240102,BDLAMPS,252.2,252.2,252.2,252.2,4
20240102,BDTHAI,32,32,27.6,27.7,6754613
20240102,BDTHAIFOOD,34.8,34.8,34.8,34.8,50
20240102,BDWELDING,22.1,22.2,22.1,22.1,22911
20240102,BEACHHATCH,46.2,46.7,45,45.1,347448
20240102,BEACONPHAR,245,245,245,245,117
20240102,BENGALWTL,24.3,24.7,23.8,24,208966
20240102,BERGERPBL,1790,1805,1776,1795.1,4280
20240102,BEXGSUKUK,85,85,85,85,100
20240102,BEXIMCO,115.6,115.6,115.6,115.6,205
20240102,BGIC,50.1,51.6,50.1,50.2,35411
20240102,BNICL,58,58.5,56.8,56.9,124353
20240102,BPML,60.5,61.5,60.4,61,184173
20240102,BPPL,29.3,29.3,29.3,29.3,2042
20240102,BRACBANK,35.8,35.8,35.8,35.8,11343
20240102,BSC,107,107,107,107,16593
20240102,BSCCL,218.9,218.9,218.9,218.9,2
20240102,BSRMLTD,90,90,90,90,3
20240102,BSRMSTEEL,63.9,63.9,63.9,63.9,5167
20240102,BXPHARMA,146.2,146.2,146.2,146.2,716
20240102,CAPITECGBF,13.7,13.9,12.3,12.5,2624207
20240102,CAPMBDBLMF,10,10,9.9,9.9,461147
20240102,CAPMIBBLMF,13.5,14.2,12.6,12.6,1240847
20240102,CENTRALINS,38.2,38.7,37.2,37.7,66663
20240102,CENTRALPHL,19.4,20.2,17.5,17.7,6052833
20240102,CITYBANK,21.4,21.4,21.4,21.4,2457
20240102,CITYGENINS,49,49,47.6,47.8,9801
20240102,CLICL,56.5,57.8,54.7,55,325001
20240102,CNATEX,10.2,10.2,10.2,10.2,1726
20240102,CONTININS,42,42,40.3,40.5,949595
20240102,CROWNCEMNT,74.7,77,74.7,75.4,68348
20240102,CRYSTALINS,95,102.2,91.5,97.5,861950
20240102,CVOPRL,168.1,168.1,163.8,164.2,98179
20240102,DACCADYE,13.3,13.5,13.2,13.2,759598
20240102,DAFODILCOM,84.7,84.7,77.1,78,29892
20240102,DBH,56.7,56.7,56.7,56.7,60
20240102,DBH1STMF,7.5,7.8,6.9,6.9,2426297
20240102,DELTALIFE,136.5,136.5,136.5,136.5,134
20240102,DELTASPINN,8.5,8.5,8.5,8.5,2635
20240102,DESCO,36.6,36.6,36.6,36.6,10
20240102,DESHBANDHU,36.5,39.8,36.3,38,2601007
20240102,DGIC,35.7,35.8,34,34.3,663941
20240102,DHAKABANK,12.5,12.5,12.5,12.5,1445
20240102,DHAKAINS,52.8,53.2,51.8,52.1,75915
20240102,DOMINAGE,16.2,16.4,16.2,16.2,683878
20240102,DOREENPWR,61,61,61,61,7463
20240102,DSHGARME,111.4,111.4,111.4,111.4,1020
20240102,DSSL,17,17,17,17,26
20240102,DUTCHBANGL,59.1,59.1,59.1,59.1,3000
20240102,EASTERNINS,74.4,75.5,71,73.6,1549499
20240102,EASTLAND,25.1,25.4,24.7,24.8,419327
20240102,EASTRNLUB,1548,1557.9,1546,1546.4,2044
