Date,Scrip,Open,High,Low,Close,Volume
20240108,00DS30,2094.26194,2105.32357,2092.92701,2102.22649,4411389000
20240108,00DSES,1362.80573,1367.93741,1362.88016,1367.01157,4411389000
20240108,00DSEX,6244.16626,6275.49563,6247.50297,6269.5107,4411389000
20240108,1STPRIMFMF,30.7,33.7,30.2,33.1,1578115
20240108,AAMRANET,50.3,51.6,50.1,50.9,534234
20240108,AAMRATECH,30.4,30.6,30.4,30.4,52405
20240108,ABB1STMF,5.2,5.2,5.2,5.2,920450
20240108,ABBANK,9.7,9.7,9.7,9.7,19721
20240108,ACFL,26.5,26.5,26.5,26.5,4
20240108,ACI,260.2,260.2,260.2,260.2,243
20240108,ACIFORMULA,155,155,155,155,2
20240108,ACMELAB,85,85,85,85,1973
20240108,ACMEPL,35.4,35.4,35.4,35.4,1
20240108,ADNTEL,117.5,117.8,116,116.5,81909
20240108,ADVENT,23.5,24.5,23.5,24.4,1482064
20240108,AFCAGRO,23.5,23.5,23.5,23.5,2500
20240108,AFTABAUTO,27.6,28.5,27.3,28,734150
20240108,AGNISYSL,23.3,23.7,23.3,23.5,314976
20240108,AGRANINS,38.6,38.9,38.4,38.7,70573
20240108,AIBL1STIMF,7.3,7.7,7.3,7.4,56267
20240108,AIL,75,78,74.8,75,126289
20240108,ALARABANK,23.9,24.5,23.8,24.2,109732
20240108,ALLTEX,17.5,17.5,17.5,17.5,100
20240108,AMANFEED,33.5,33.5,33.5,33.5,1
20240108,AMBEEPHA,818.5,818.5,786,788,3841
20240108,AMCL(PRAN),252,252,252,252,5319
20240108,ANLIMAYARN,34.4,34.7,33,33.3,397925
20240108,AOL,36.5,36.5,36.5,36.5,22
20240108,APEXFOODS,304.8,304.8,298.1,301.7,12626
20240108,APEXFOOT,257.5,257.5,257.5,257.5,1244
20240108,APEXSPINN,119,119,116.8,117,22356
20240108,APEXTANRY,99.3,99.6,99.3,99.3,1936
20240108,APOLOISPAT,8.2,8.2,8.2,8.2,200
20240108,ARAMIT,258.9,258.9,258.9,258.9,161
20240108,ARAMITCEM,24.2,24.6,24,24.4,84842
20240108,ARGONDENIM,18.2,18.2,18.2,18.2,13705
20240108,ASIAINS,50,50.7,49.5,49.8,137566
20240108,ASIAPACINS,51.5,52.1,50.9,51.3,146606
20240108,ATCSLGF,9.8,10,9.7,9.9,2655811
20240108,AZIZPIPES,112.5,113.9,108,108.9,110683
20240108,BANGAS,115.4,116.4,114.3,115.1,27242
20240108,BANKASIA,20.2,20.2,20.2,20.2,65556
20240108,BARKAPOWER,21.3,21.3,21.3,21.3,1
20240108,BATASHOE,970,970,969,969.4,5
20240108,BATBC,518.7,518.7,518.7,518.7,64
20240108,BBSCABLES,49.9,49.9,49.9,49.9,10
20240108,BDAUTOCA,130,130.9,128.4,129,15872
20240108,BDCOM,34.3,35,34.1,34.6,583278
20240108,BDLAMPS,252.2,252.2,252.2,252.2,2
20240108,BDTHAI,29.3,31.4,29,31.4,7940221
20240108,BDWELDING,22.1,22.1,22.1,22.1,16179
20240108,BEACHHATCH,41.7,47.4,41.7,47.2,261819
20240108,BEACONPHAR,245,245,245,245,200
20240108,BENGALWTL,24.3,24.7,24.2,24.6,115908
20240108,BERGERPBL,1800,1823,1797,1812,2291
20240108,BEXGSUKUK,85,85,85,85,6
20240108,BEXIMCO,115.6,115.6,115.6,115.6,46
20240108,BGIC,50.6,51.5,50.5,51.2,24011
20240108,BIFC,9.5,9.5,9.5,9.5,17799
20240108,BNICL,57.5,57.5,56.7,56.9,144544
20240108,BPML,60.5,63.6,60.5,63.3,788686
20240108,BPPL,29.3,29.3,29.3,29.3,1
20240108,BRACBANK,35.8,35.8,35.8,35.8,58569
20240108,BSC,107,107.4,107,107.1,76908
20240108,BSCCL,218.9,218.9,218.9,218.9,18
20240108,BSRMLTD,90,90,90,90,1010
20240108,BXPHARMA,146.2,146.2,146.2,146.2,101
20240108,CAPITECGBF,12.7,13.3,12.4,13.1,1980361
20240108,CAPMBDBLMF,9.9,10,9.9,9.9,509235
20240108,CAPMIBBLMF,13.2,13.8,12.7,13.6,780897
20240108,CENTRALINS,38.1,38.1,37.5,37.6,33255
20240108,CENTRALPHL,18.7,19.4,18.5,18.7,3678687
20240108,CITYBANK,21.4,21.4,21.4,21.4,28448
20240108,CITYGENINS,48,48.7,47.9,48.5,16921
20240108,CLICL,55.5,56.6,55,56.4,164765
20240108,CNATEX,10.2,10.2,10.2,10.2,20
20240108,CONTININS,41,42.6,41,41.6,1042899
20240108,CROWNCEMNT,74.8,76,74.6,74.8,4549
20240108,CRYSTALINS,99,101.9,95.2,97.2,174050
20240108,CVOPRL,168.4,169.6,166,167.2,62416
20240108,DACCADYE,13.2,13.3,13.2,13.2,393749
20240108,DAFODILCOM,80.3,82.6,79.8,80.5,116105
20240108,DBH,56.7,56.7,56.7,56.7,11
20240108,DBH1STMF,6.9,7,6.9,6.9,406551
20240108,DELTALIFE,136.5,136.5,136.5,136.5,1350
20240108,DELTASPINN,8.5,8.5,8.5,8.5,37908
20240108,DESCO,36.6,36.6,36.6,36.6,102
20240108,DESHBANDHU,36.8,38.4,35.8,36.5,591215
20240108,DGIC,35.2,35.5,34.8,35.1,651566
20240108,DHAKABANK,12.5,12.9,12.5,12.5,491367
20240108,DHAKAINS,52.7,53,52.3,52.8,96110
20240108,DOMINAGE,16.2,16.5,16.2,16.2,498774
20240108,DSHGARME,111.4,111.4,111.4,111.4,798
20240108,DSSL,17,17,17,17,3500
20240108,DUTCHBANGL,59.1,59.1,59.1,59.1,86146
20240108,EASTERNINS,74.5,75.3,71.7,72.6,446186
